n,m,k,insert_calls,deletemin_calls,update_calls,heapify_up_calls,heapify_down_calls,insert_heapify_up,deletemin_heapify_up,deletemin_heapify_down,update_heapify_up,update_heapify_down,r_insert,r_deletemin,r_update,i_ratio,d_ratio,u_ratio,log_k_n
8192,8192,2,121,121,0,191,330,191,0,330,0,0,14.692307692307692,25.384615384615383,0.0,0.0147705078125,0.0147705078125,0.0,13.0
8192,16384,2,6568,6568,430,10662,60368,9811,0,60368,851,0,754.6923076923077,4643.692307692308,65.46153846153847,0.8017578125,0.8017578125,0.0262451171875,13.0
8192,16384,2,6568,6568,458,10576,60148,9636,0,60148,940,0,741.2307692307693,4626.7692307692305,72.3076923076923,0.8017578125,0.8017578125,0.0279541015625,13.0
8192,16384,2,1,1,0,1,1,1,0,1,0,0,0.07692307692307693,0.07692307692307693,0.0,0.0001220703125,0.0001220703125,0.0,13.0
8192,16384,2,3,3,0,3,3,3,0,3,0,0,0.23076923076923078,0.23076923076923078,0.0,0.0003662109375,0.0003662109375,0.0,13.0
8192,16384,2,6568,6568,450,10581,60278,9666,0,60278,915,0,743.5384615384615,4636.7692307692305,70.38461538461539,0.8017578125,0.8017578125,0.0274658203125,13.0
8192,16384,2,6568,6568,478,10640,60496,9726,0,60496,914,0,748.1538461538462,4653.538461538462,70.3076923076923,0.8017578125,0.8017578125,0.0291748046875,13.0
8192,16384,2,6568,6568,447,10711,60471,9791,0,60471,920,0,753.1538461538462,4651.615384615385,70.76923076923077,0.8017578125,0.8017578125,0.02728271484375,13.0
8192,16384,2,2,2,0,2,2,2,0,2,0,0,0.15384615384615385,0.15384615384615385,0.0,0.000244140625,0.000244140625,0.0,13.0
8192,16384,2,6568,6568,446,10498,60073,9657,0,60073,841,0,742.8461538461538,4621.0,64.6923076923077,0.8017578125,0.8017578125,0.0272216796875,13.0
8192,16384,2,6568,6568,455,10655,60192,9771,0,60192,884,0,751.6153846153846,4630.153846153846,68.0,0.8017578125,0.8017578125,0.02777099609375,13.0
8192,16384,2,6568,6568,471,10735,60456,9790,0,60456,945,0,753.0769230769231,4650.461538461538,72.6923076923077,0.8017578125,0.8017578125,0.02874755859375,13.0
8192,16384,2,1,1,0,1,1,1,0,1,0,0,0.07692307692307693,0.07692307692307693,0.0,0.0001220703125,0.0001220703125,0.0,13.0
8192,16384,2,6568,6568,462,10718,60566,9760,0,60566,958,0,750.7692307692307,4658.923076923077,73.6923076923077,0.8017578125,0.8017578125,0.0281982421875,13.0
8192,16384,2,6568,6568,442,10754,60431,9880,0,60431,874,0,760.0,4648.538461538462,67.23076923076923,0.8017578125,0.8017578125,0.0269775390625,13.0
8192,16384,2,6568,6568,453,10616,60317,9718,0,60317,898,0,747.5384615384615,4639.7692307692305,69.07692307692308,0.8017578125,0.8017578125,0.02764892578125,13.0
8192,32768,2,8030,8030,2526,18040,84546,13271,0,84546,4769,0,1020.8461538461538,6503.538461538462,366.84615384615387,0.980224609375,0.980224609375,0.07708740234375,13.0
8192,32768,2,8030,8030,2478,18129,84611,13517,0,84611,4612,0,1039.7692307692307,6508.538461538462,354.7692307692308,0.980224609375,0.980224609375,0.07562255859375,13.0
8192,32768,2,8030,8030,2572,18198,84581,13225,0,84581,4973,0,1017.3076923076923,6506.2307692307695,382.53846153846155,0.980224609375,0.980224609375,0.0784912109375,13.0
8192,32768,2,8030,8030,2549,18271,84698,13288,0,84698,4983,0,1022.1538461538462,6515.2307692307695,383.3076923076923,0.980224609375,0.980224609375,0.077789306640625,13.0
8192,32768,2,8030,8030,2563,18229,84512,13316,0,84512,4913,0,1024.3076923076924,6500.923076923077,377.9230769230769,0.980224609375,0.980224609375,0.078216552734375,13.0
8192,32768,2,8030,8030,2573,18315,84407,13354,0,84407,4961,0,1027.2307692307693,6492.846153846154,381.61538461538464,0.980224609375,0.980224609375,0.078521728515625,13.0
8192,32768,2,8030,8030,2461,18046,84346,13332,0,84346,4714,0,1025.5384615384614,6488.153846153846,362.61538461538464,0.980224609375,0.980224609375,0.075103759765625,13.0
8192,32768,2,8030,8030,2445,17971,84379,13219,0,84379,4752,0,1016.8461538461538,6490.692307692308,365.53846153846155,0.980224609375,0.980224609375,0.074615478515625,13.0
8192,32768,2,8030,8030,2555,18212,84479,13328,0,84479,4884,0,1025.2307692307693,6498.384615384615,375.6923076923077,0.980224609375,0.980224609375,0.077972412109375,13.0
8192,32768,2,8030,8030,2564,18190,84384,13267,0,84384,4923,0,1020.5384615384615,6491.076923076923,378.6923076923077,0.980224609375,0.980224609375,0.0782470703125,13.0
8192,32768,2,8030,8030,2533,17907,84467,13122,0,84467,4785,0,1009.3846153846154,6497.461538461538,368.0769230769231,0.980224609375,0.980224609375,0.077301025390625,13.0
8192,32768,2,8030,8030,2527,18204,84523,13426,0,84523,4778,0,1032.7692307692307,6501.7692307692305,367.53846153846155,0.980224609375,0.980224609375,0.077117919921875,13.0
8192,32768,2,8030,8030,2482,18095,84450,13364,0,84450,4731,0,1028.0,6496.153846153846,363.9230769230769,0.980224609375,0.980224609375,0.07574462890625,13.0
8192,32768,2,1,1,0,1,1,1,0,1,0,0,0.07692307692307693,0.07692307692307693,0.0,0.0001220703125,0.0001220703125,0.0,13.0
8192,32768,2,8030,8030,2518,17977,84407,13259,0,84407,4718,0,1019.9230769230769,6492.846153846154,362.9230769230769,0.980224609375,0.980224609375,0.07684326171875,13.0
16384,16384,2,2,2,0,2,2,2,0,2,0,0,0.14285714285714285,0.14285714285714285,0.0,0.0001220703125,0.0001220703125,0.0,14.0
16384,16384,2,10,10,0,12,10,12,0,10,0,0,0.8571428571428571,0.7142857142857143,0.0,0.0006103515625,0.0006103515625,0.0,14.0
16384,16384,2,1,1,0,1,1,1,0,1,0,0,0.07142857142857142,0.07142857142857142,0.0,6.103515625e-05,6.103515625e-05,0.0,14.0
16384,16384,2,1,1,0,1,1,1,0,1,0,0,0.07142857142857142,0.07142857142857142,0.0,6.103515625e-05,6.103515625e-05,0.0,14.0
16384,16384,2,45,45,0,61,89,61,0,89,0,0,4.357142857142857,6.357142857142857,0.0,0.00274658203125,0.00274658203125,0.0,14.0
16384,16384,2,1,1,0,1,1,1,0,1,0,0,0.07142857142857142,0.07142857142857142,0.0,6.103515625e-05,6.103515625e-05,0.0,14.0
16384,16384,2,21,21,0,24,26,24,0,26,0,0,1.7142857142857142,1.8571428571428572,0.0,0.00128173828125,0.00128173828125,0.0,14.0
16384,16384,2,10,10,0,11,12,11,0,12,0,0,0.7857142857142857,0.8571428571428571,0.0,0.0006103515625,0.0006103515625,0.0,14.0
16384,16384,2,1,1,0,1,1,1,0,1,0,0,0.07142857142857142,0.07142857142857142,0.0,6.103515625e-05,6.103515625e-05,0.0,14.0
16384,16384,2,26,26,0,29,33,29,0,33,0,0,2.0714285714285716,2.357142857142857,0.0,0.0015869140625,0.0015869140625,0.0,14.0
16384,16384,2,15,15,0,18,22,18,0,22,0,0,1.2857142857142858,1.5714285714285714,0.0,0.00091552734375,0.00091552734375,0.0,14.0
16384,16384,2,1,1,0,1,1,1,0,1,0,0,0.07142857142857142,0.07142857142857142,0.0,6.103515625e-05,6.103515625e-05,0.0,14.0
16384,16384,2,2,2,0,2,2,2,0,2,0,0,0.14285714285714285,0.14285714285714285,0.0,0.0001220703125,0.0001220703125,0.0,14.0
16384,16384,2,1,1,0,1,1,1,0,1,0,0,0.07142857142857142,0.07142857142857142,0.0,6.103515625e-05,6.103515625e-05,0.0,14.0
16384,16384,2,11,11,0,12,15,12,0,15,0,0,0.8571428571428571,1.0714285714285714,0.0,0.00067138671875,0.00067138671875,0.0,14.0
16384,32768,2,13014,13014,877,21027,131425,19284,0,131425,1743,0,1377.4285714285713,9387.5,124.5,0.7943115234375,0.7943115234375,0.026763916015625,14.0
16384,32768,2,13012,13012,867,20898,132066,19141,0,132066,1757,0,1367.2142857142858,9433.285714285714,125.5,0.794189453125,0.794189453125,0.026458740234375,14.0
16384,32768,2,13012,13012,878,20933,132209,19277,0,132209,1656,0,1376.9285714285713,9443.5,118.28571428571429,0.794189453125,0.794189453125,0.02679443359375,14.0
16384,32768,2,13012,13012,851,20918,132017,19303,0,132017,1615,0,1378.7857142857142,9429.785714285714,115.35714285714286,0.794189453125,0.794189453125,0.025970458984375,14.0
16384,32768,2,13012,13012,865,20905,132179,19215,0,132179,1690,0,1372.5,9441.357142857143,120.71428571428571,0.794189453125,0.794189453125,0.026397705078125,14.0
16384,32768,2,13015,13015,912,20876,132486,19109,0,132486,1767,0,1364.9285714285713,9463.285714285714,126.21428571428571,0.79437255859375,0.79437255859375,0.02783203125,14.0
16384,32768,2,13012,13012,877,20921,132376,19229,0,132376,1692,0,1373.5,9455.42857142857,120.85714285714286,0.794189453125,0.794189453125,0.026763916015625,14.0
16384,32768,2,13013,13013,873,20967,132054,19267,0,132054,1700,0,1376.2142857142858,9432.42857142857,121.42857142857143,0.79425048828125,0.79425048828125,0.026641845703125,14.0
16384,32768,2,13012,13012,895,20947,131928,19176,0,131928,1771,0,1369.7142857142858,9423.42857142857,126.5,0.794189453125,0.794189453125,0.027313232421875,14.0
16384,32768,2,13012,13012,896,20974,132091,19255,0,132091,1719,0,1375.357142857143,9435.07142857143,122.78571428571429,0.794189453125,0.794189453125,0.02734375,14.0
16384,32768,2,13012,13012,876,20904,132210,19194,0,132210,1710,0,1371.0,9443.57142857143,122.14285714285714,0.794189453125,0.794189453125,0.0267333984375,14.0
16384,32768,2,13012,13012,911,21031,132253,19213,0,132253,1818,0,1372.357142857143,9446.642857142857,129.85714285714286,0.794189453125,0.794189453125,0.027801513671875,14.0
16384,32768,2,13012,13012,869,21110,131847,19320,0,131847,1790,0,1380.0,9417.642857142857,127.85714285714286,0.794189453125,0.794189453125,0.026519775390625,14.0
16384,32768,2,1,1,0,1,1,1,0,1,0,0,0.07142857142857142,0.07142857142857142,0.0,6.103515625e-05,6.103515625e-05,0.0,14.0
16384,32768,2,13013,13013,831,20807,131867,19149,0,131867,1658,0,1367.7857142857142,9419.07142857143,118.42857142857143,0.79425048828125,0.79425048828125,0.025360107421875,14.0
16384,65536,2,16078,16078,5036,36423,185324,26685,0,185324,9738,0,1906.0714285714287,13237.42857142857,695.5714285714286,0.9813232421875,0.9813232421875,0.07684326171875,14.0
16384,65536,2,16078,16078,5031,36467,185631,26724,0,185631,9743,0,1908.857142857143,13259.357142857143,695.9285714285714,0.9813232421875,0.9813232421875,0.0767669677734375,14.0
16384,65536,2,16078,16078,5136,36583,185381,26713,0,185381,9870,0,1908.0714285714287,13241.5,705.0,0.9813232421875,0.9813232421875,0.078369140625,14.0
16384,65536,2,16078,16078,5214,36603,185513,26587,0,185513,10016,0,1899.0714285714287,13250.92857142857,715.4285714285714,0.9813232421875,0.9813232421875,0.079559326171875,14.0
16384,65536,2,16078,16078,5179,36622,185317,26751,0,185317,9871,0,1910.7857142857142,13236.92857142857,705.0714285714286,0.9813232421875,0.9813232421875,0.0790252685546875,14.0
16384,65536,2,16078,16078,5195,36731,185473,26740,0,185473,9991,0,1910.0,13248.07142857143,713.6428571428571,0.9813232421875,0.9813232421875,0.0792694091796875,14.0
16384,65536,2,16078,16078,5162,36521,185585,26419,0,185585,10102,0,1887.0714285714287,13256.07142857143,721.5714285714286,0.9813232421875,0.9813232421875,0.078765869140625,14.0
16384,65536,2,16078,16078,5084,36199,185340,26384,0,185340,9815,0,1884.5714285714287,13238.57142857143,701.0714285714286,0.9813232421875,0.9813232421875,0.07757568359375,14.0
16384,65536,2,16078,16078,5101,36421,185483,26558,0,185483,9863,0,1897.0,13248.785714285714,704.5,0.9813232421875,0.9813232421875,0.0778350830078125,14.0
16384,65536,2,16078,16078,5276,36979,185566,26573,0,185566,10406,0,1898.0714285714287,13254.714285714286,743.2857142857143,0.9813232421875,0.9813232421875,0.08050537109375,14.0
16384,65536,2,16078,16078,5130,36375,185348,26582,0,185348,9793,0,1898.7142857142858,13239.142857142857,699.5,0.9813232421875,0.9813232421875,0.078277587890625,14.0
16384,65536,2,16078,16078,5117,36652,185216,26672,0,185216,9980,0,1905.142857142857,13229.714285714286,712.8571428571429,0.9813232421875,0.9813232421875,0.0780792236328125,14.0
16384,65536,2,16078,16078,5218,36823,185491,26750,0,185491,10073,0,1910.7142857142858,13249.357142857143,719.5,0.9813232421875,0.9813232421875,0.079620361328125,14.0
16384,65536,2,16078,16078,5103,36830,185478,26888,0,185478,9942,0,1920.5714285714287,13248.42857142857,710.1428571428571,0.9813232421875,0.9813232421875,0.0778656005859375,14.0
16384,65536,2,16078,16078,5109,36625,185401,26632,0,185401,9993,0,1902.2857142857142,13242.92857142857,713.7857142857143,0.9813232421875,0.9813232421875,0.0779571533203125,14.0
32768,32768,2,2,2,0,2,2,2,0,2,0,0,0.13333333333333333,0.13333333333333333,0.0,6.103515625e-05,6.103515625e-05,0.0,15.0
32768,32768,2,2,2,0,2,2,2,0,2,0,0,0.13333333333333333,0.13333333333333333,0.0,6.103515625e-05,6.103515625e-05,0.0,15.0
32768,32768,2,34,34,0,46,57,46,0,57,0,0,3.066666666666667,3.8,0.0,0.00103759765625,0.00103759765625,0.0,15.0
32768,32768,2,3,3,0,3,3,3,0,3,0,0,0.2,0.2,0.0,9.1552734375e-05,9.1552734375e-05,0.0,15.0
32768,32768,2,1,1,0,1,1,1,0,1,0,0,0.06666666666666667,0.06666666666666667,0.0,3.0517578125e-05,3.0517578125e-05,0.0,15.0
32768,32768,2,1,1,0,1,1,1,0,1,0,0,0.06666666666666667,0.06666666666666667,0.0,3.0517578125e-05,3.0517578125e-05,0.0,15.0
32768,32768,2,1,1,0,1,1,1,0,1,0,0,0.06666666666666667,0.06666666666666667,0.0,3.0517578125e-05,3.0517578125e-05,0.0,15.0
32768,32768,2,3,3,0,3,3,3,0,3,0,0,0.2,0.2,0.0,9.1552734375e-05,9.1552734375e-05,0.0,15.0
32768,32768,2,3,3,0,3,3,3,0,3,0,0,0.2,0.2,0.0,9.1552734375e-05,9.1552734375e-05,0.0,15.0
32768,32768,2,3,3,0,4,3,4,0,3,0,0,0.26666666666666666,0.2,0.0,9.1552734375e-05,9.1552734375e-05,0.0,15.0
32768,32768,2,2,2,0,2,2,2,0,2,0,0,0.13333333333333333,0.13333333333333333,0.0,6.103515625e-05,6.103515625e-05,0.0,15.0
32768,32768,2,2,2,0,2,2,2,0,2,0,0,0.13333333333333333,0.13333333333333333,0.0,6.103515625e-05,6.103515625e-05,0.0,15.0
32768,32768,2,2,2,0,2,2,2,0,2,0,0,0.13333333333333333,0.13333333333333333,0.0,6.103515625e-05,6.103515625e-05,0.0,15.0
32768,32768,2,1,1,0,1,1,1,0,1,0,0,0.06666666666666667,0.06666666666666667,0.0,3.0517578125e-05,3.0517578125e-05,0.0,15.0
32768,32768,2,468,468,0,685,1617,685,0,1617,0,0,45.666666666666664,107.8,0.0,0.0142822265625,0.0142822265625,0.0,15.0
32768,65536,2,26225,26225,1752,41974,292140,38539,0,292140,3435,0,2569.266666666667,19476.0,229.0,0.800323486328125,0.800323486328125,0.0267333984375,15.0
32768,65536,2,1,1,0,1,1,1,0,1,0,0,0.06666666666666667,0.06666666666666667,0.0,3.0517578125e-05,3.0517578125e-05,0.0,15.0
32768,65536,2,26225,26225,1776,42105,291319,38624,0,291319,3481,0,2574.9333333333334,19421.266666666666,232.06666666666666,0.800323486328125,0.800323486328125,0.027099609375,15.0
32768,65536,2,26226,26226,1785,42284,291988,38645,0,291988,3639,0,2576.3333333333335,19465.866666666665,242.6,0.80035400390625,0.80035400390625,0.0272369384765625,15.0
32768,65536,2,26225,26225,1682,42382,292199,39015,0,292199,3367,0,2601.0,19479.933333333334,224.46666666666667,0.800323486328125,0.800323486328125,0.025665283203125,15.0
32768,65536,2,26225,26225,1718,42213,291814,38765,0,291814,3448,0,2584.3333333333335,19454.266666666666,229.86666666666667,0.800323486328125,0.800323486328125,0.026214599609375,15.0
32768,65536,2,26225,26225,1691,42093,292102,38821,0,292102,3272,0,2588.0666666666666,19473.466666666667,218.13333333333333,0.800323486328125,0.800323486328125,0.0258026123046875,15.0
32768,65536,2,26225,26225,1825,42397,292070,38701,0,292070,3696,0,2580.0666666666666,19471.333333333332,246.4,0.800323486328125,0.800323486328125,0.0278472900390625,15.0
32768,65536,2,26225,26225,1795,42367,292119,38811,0,292119,3556,0,2587.4,19474.6,237.06666666666666,0.800323486328125,0.800323486328125,0.0273895263671875,15.0
32768,65536,2,26225,26225,1707,42229,292023,38915,0,292023,3314,0,2594.3333333333335,19468.2,220.93333333333334,0.800323486328125,0.800323486328125,0.0260467529296875,15.0
32768,65536,2,26227,26227,1815,42401,292538,38843,0,292538,3558,0,2589.5333333333333,19502.533333333333,237.2,0.800384521484375,0.800384521484375,0.0276947021484375,15.0
32768,65536,2,26225,26225,1763,42488,291677,38928,0,291677,3560,0,2595.2,19445.133333333335,237.33333333333334,0.800323486328125,0.800323486328125,0.0269012451171875,15.0
32768,65536,2,26225,26225,1730,42185,292412,38780,0,292412,3405,0,2585.3333333333335,19494.133333333335,227.0,0.800323486328125,0.800323486328125,0.026397705078125,15.0
32768,65536,2,26225,26225,1701,42054,291759,38728,0,291759,3326,0,2581.866666666667,19450.6,221.73333333333332,0.800323486328125,0.800323486328125,0.0259552001953125,15.0
32768,65536,2,26225,26225,1761,42232,292015,38572,0,292015,3660,0,2571.4666666666667,19467.666666666668,244.0,0.800323486328125,0.800323486328125,0.0268707275390625,15.0
32768,131072,2,32099,32099,10379,73475,401828,53129,0,401828,20346,0,3541.9333333333334,26788.533333333333,1356.4,0.979583740234375,0.979583740234375,0.07918548583984375,15.0
32768,131072,2,2,2,0,2,2,2,0,2,0,0,0.13333333333333333,0.13333333333333333,0.0,6.103515625e-05,6.103515625e-05,0.0,15.0
32768,131072,2,32099,32099,10419,73604,402061,53216,0,402061,20388,0,3547.733333333333,26804.066666666666,1359.2,0.979583740234375,0.979583740234375,0.07949066162109375,15.0
32768,131072,2,32099,32099,10310,73419,401917,53408,0,401917,20011,0,3560.5333333333333,26794.466666666667,1334.0666666666666,0.979583740234375,0.979583740234375,0.0786590576171875,15.0
32768,131072,2,32099,32099,10341,73487,401631,53232,0,401631,20255,0,3548.8,26775.4,1350.3333333333333,0.979583740234375,0.979583740234375,0.07889556884765625,15.0
32768,131072,2,32099,32099,10264,73496,401685,53391,0,401685,20105,0,3559.4,26779.0,1340.3333333333333,0.979583740234375,0.979583740234375,0.07830810546875,15.0
32768,131072,2,32099,32099,10347,73117,401850,53109,0,401850,20008,0,3540.6,26790.0,1333.8666666666666,0.979583740234375,0.979583740234375,0.07894134521484375,15.0
32768,131072,2,32099,32099,10156,72763,401704,52997,0,401704,19766,0,3533.133333333333,26780.266666666666,1317.7333333333333,0.979583740234375,0.979583740234375,0.077484130859375,15.0
32768,131072,2,32099,32099,10354,73219,401877,53192,0,401877,20027,0,3546.133333333333,26791.8,1335.1333333333334,0.979583740234375,0.979583740234375,0.0789947509765625,15.0
32768,131072,2,32099,32099,10353,73434,401803,53228,0,401803,20206,0,3548.5333333333333,26786.866666666665,1347.0666666666666,0.979583740234375,0.979583740234375,0.07898712158203125,15.0
32768,131072,2,32099,32099,10177,73318,402038,53316,0,402038,20002,0,3554.4,26802.533333333333,1333.4666666666667,0.979583740234375,0.979583740234375,0.07764434814453125,15.0
32768,131072,2,32099,32099,10346,73662,402032,53408,0,402032,20254,0,3560.5333333333333,26802.133333333335,1350.2666666666667,0.979583740234375,0.979583740234375,0.0789337158203125,15.0
32768,131072,2,32099,32099,10441,73211,401685,53241,0,401685,19970,0,3549.4,26779.0,1331.3333333333333,0.979583740234375,0.979583740234375,0.07965850830078125,15.0
32768,131072,2,32099,32099,10334,73137,401948,53154,0,401948,19983,0,3543.6,26796.533333333333,1332.2,0.979583740234375,0.979583740234375,0.0788421630859375,15.0
32768,131072,2,32099,32099,10246,72951,401569,52912,0,401569,20039,0,3527.4666666666667,26771.266666666666,1335.9333333333334,0.979583740234375,0.979583740234375,0.0781707763671875,15.0
